from,to,symbol,quantity,date
spi-payments,edgy-ed-morrison,HIVE,0.002,2020-11-23
spi-payments,bilpcoinrecords,HIVE,0.005,2020-11-23
spi-payments,jzn,HIVE,0.016,2020-11-23
spi-payments,thegoliath,HIVE,0.217,2020-11-23
spi-payments,leoneil,HIVE,0.035,2020-11-23
spi-payments,oldmans,HIVE,0.159,2020-11-23
spi-payments,theb0red1,HIVE,0.244,2020-11-23
spi-payments,gillianpearce,HIVE,0.012,2020-11-23
spi-payments,adhammer,HIVE,0.205,2020-11-23
spi-payments,lammbock,HIVE,0.258,2020-11-23
spi-payments,invest4free,HIVE,0.012,2020-11-23
spi-payments,wongbraling,HIVE,0.024,2020-11-23
spi-payments,bold-n-italics,HIVE,0.03,2020-11-23
spi-payments,coronadino,HIVE,0.147,2020-11-23
spi-payments,blue.rabbit,HIVE,0.002,2020-11-23
spi-payments,archon-mining,HIVE,0.611,2020-11-23
spi-payments,sevenoh-fiveoh,HIVE,0.027,2020-11-23
spi-payments,cwow2,HIVE,0.024,2020-11-23
spi-payments,ecoinstant,HIVE,0.489,2020-11-23
spi-payments,edthecanadian,HIVE,0.103,2020-11-23
spi-payments,brofundholdings,HIVE,3.667,2020-11-23
spi-payments,oscarps,HIVE,0.244,2020-11-23
spi-payments,felander,HIVE,0.618,2020-11-23
spi-payments,chronocrypto,HIVE,1.378,2020-11-23
spi-payments,xyzashu,HIVE,0.015,2020-11-23
spi-payments,roleerob,HIVE,2.444,2020-11-23
spi-payments,gattino,HIVE,0.137,2020-11-23
spi-payments,silverstackeruk,HIVE,1.393,2020-11-23
spi-payments,cmplxty,HIVE,0.122,2020-11-23
spi-payments,knowhow92,HIVE,0.252,2020-11-23
spi-payments,chrisparis,HIVE,0.87,2020-11-23
spi-payments,dkid14,HIVE,0.068,2020-11-23
spi-payments,ericburgoyne,HIVE,0.873,2020-11-23
spi-payments,metzli,HIVE,0.244,2020-11-23
spi-payments,flemingfarm,HIVE,0.489,2020-11-23
spi-payments,taskmaster4450,HIVE,1.868,2020-11-23
spi-payments,preparedwombat,HIVE,0.017,2020-11-23
spi-payments,eirik,HIVE,0.027,2020-11-23
spi-payments,spirall,HIVE,0.073,2020-11-23
spi-payments,jznsamuel,HIVE,0.489,2020-11-23
spi-payments,shanibeer,HIVE,1.222,2020-11-23
spi-payments,taskmaster4450,HIVE,2.192,2020-11-30
spi-payments,preparedwombat,HIVE,0.028,2020-11-30
spi-payments,shanibeer,HIVE,1.308,2020-11-30
spi-payments,jznsamuel,HIVE,0.521,2020-11-30
spi-payments,metzli,HIVE,0.254,2020-11-30
spi-payments,flemingfarm,HIVE,0.507,2020-11-30
spi-payments,dkid14,HIVE,0.071,2020-11-30
spi-payments,chrisparis,HIVE,0.903,2020-11-30
spi-payments,knowhow92,HIVE,0.261,2020-11-30
spi-payments,cmplxty,HIVE,0.127,2020-11-30
spi-payments,silverstackeruk,HIVE,1.572,2020-11-30
spi-payments,spirall,HIVE,0.076,2020-11-30
spi-payments,chronocrypto,HIVE,1.43,2020-11-30
spi-payments,coronadino,HIVE,0.152,2020-11-30
spi-payments,gattino,HIVE,0.142,2020-11-30
spi-payments,bold-n-italics,HIVE,0.031,2020-11-30
spi-payments,roleerob,HIVE,2.536,2020-11-30
spi-payments,wongbraling,HIVE,0.025,2020-11-30
spi-payments,invest4free,HIVE,0.013,2020-11-30
spi-payments,felander,HIVE,0.642,2020-11-30
spi-payments,ericburgoyne,HIVE,0.953,2020-11-30
spi-payments,edthecanadian,HIVE,0.107,2020-11-30
spi-payments,theb0red1,HIVE,0.254,2020-11-30
spi-payments,monsterbuster,HIVE,0.014,2020-11-30
spi-payments,bitandi,HIVE,0.047,2020-11-30
spi-payments,leoneil,HIVE,0.051,2020-11-30
spi-payments,thegoliath,HIVE,0.482,2020-11-30
spi-payments,bilpcoinrecords,HIVE,0.005,2020-11-30
spi-payments,eirik,HIVE,0.028,2020-11-30
spi-payments,edgy-ed-morrison,HIVE,0.003,2020-11-30
spi-payments,gillianpearce,HIVE,0.013,2020-11-30
spi-payments,blue.rabbit,HIVE,0.107,2020-11-30
spi-payments,sevenoh-fiveoh,HIVE,0.032,2020-11-30
spi-payments,cwow2,HIVE,0.05,2020-11-30
spi-payments,xyzashu,HIVE,0.015,2020-11-30
spi-payments,brofundholdings,HIVE,3.804,2020-11-30
spi-payments,ecoinstant,HIVE,0.507,2020-11-30
spi-payments,archon-mining,HIVE,0.634,2020-11-30
spi-payments,adhammer,HIVE,0.282,2020-11-30
spi-payments,oldmans,HIVE,0.165,2020-11-30
spi-payments,jacoalberts,HIVE,0.025,2020-11-30
spi-payments,akumagai,HIVE,0.127,2020-11-30
spi-payments,tonyz,HIVE,0.101,2020-11-30
spi-payments,lammbock,HIVE,0.322,2020-11-30
spi-payments,spirall,HIVE,0.078,2020-12-07
spi-payments,gattino,HIVE,0.146,2020-12-07
spi-payments,roleerob,HIVE,2.608,2020-12-07
spi-payments,taskmaster4450,HIVE,2.487,2020-12-07
